390.00	6.371193e-24
390.01	6.436912e-24
390.02	6.400386e-24
390.03	6.284459e-24
390.04	6.037030e-24
390.05	5.816979e-24
390.06	5.618338e-24
390.07	5.585375e-24
390.08	5.604561e-24
390.09	5.599311e-24
390.10	5.617124e-24
390.11	5.709453e-24
390.12	5.850554e-24
390.13	5.997793e-24
390.14	6.139643e-24
390.15	6.247570e-24
390.16	6.308712e-24
390.17	6.408877e-24
390.18	6.593244e-24
390.19	6.625122e-24
390.20	6.506542e-24
390.21	6.433134e-24
390.22	6.484532e-24
390.23	6.450551e-24
390.24	6.361074e-24
390.25	5.523923e-24
390.26	5.333420e-24
390.27	5.270791e-24
390.28	5.308076e-24
390.29	5.357338e-24
390.30	5.529407e-24
390.31	5.692426e-24
390.32	5.839448e-24
390.33	6.087857e-24
390.34	6.315417e-24
390.35	6.481345e-24
390.36	6.650078e-24
390.37	6.694502e-24
390.38	6.650995e-24
390.39	6.671235e-24
390.40	6.746816e-24
390.41	6.759074e-24
390.42	6.633729e-24
390.43	6.414455e-24
390.44	6.314876e-24
390.45	6.273573e-24
390.46	6.286028e-24
390.47	6.259874e-24
390.48	6.232655e-24
390.49	6.202674e-24
390.50	6.195644e-24
390.51	6.290307e-24
390.52	6.463099e-24
390.53	6.658046e-24
390.54	6.619307e-24
390.55	6.526384e-24
390.56	6.460539e-24
390.57	6.328342e-24
390.58	6.185800e-24
390.59	6.095043e-24
390.60	5.987493e-24
390.61	5.871858e-24
390.62	5.685530e-24
390.63	5.767104e-24
390.64	5.728074e-24
390.65	5.592568e-24
390.66	5.469203e-24
390.67	5.386631e-24
390.68	5.326009e-24
390.69	5.313217e-24
390.70	5.423321e-24
390.71	5.634358e-24
390.72	5.832333e-24
390.73	5.867901e-24
390.74	5.813697e-24
390.75	5.817471e-24
390.76	5.738478e-24
390.77	5.705393e-24
390.78	5.686314e-24
390.79	5.612134e-24
390.80	5.698528e-24
390.81	5.890974e-24
390.82	6.132566e-24
390.83	6.135585e-24
390.84	6.148780e-24
390.85	6.188269e-24
390.86	6.270518e-24
390.87	6.413371e-24
390.88	6.482690e-24
390.89	6.517183e-24
390.90	6.568090e-24
390.91	6.572922e-24
390.92	6.500075e-24
390.93	6.398327e-24
390.94	6.355451e-24
390.95	6.350093e-24
390.96	6.334156e-24
390.97	6.275394e-24
390.98	6.464110e-24
390.99	6.711729e-24
391.00	6.849688e-24
391.01	6.869727e-24
391.02	6.728286e-24
391.03	6.609804e-24
391.04	6.613031e-24
391.05	6.624884e-24
391.06	6.646626e-24
391.07	6.651398e-24
391.08	6.605686e-24
391.09	6.534801e-24
391.10	6.470885e-24
391.11	6.421092e-24
391.12	6.399445e-24
391.13	6.421534e-24
391.14	6.413863e-24
391.15	6.440919e-24
391.16	6.440995e-24
391.17	6.500640e-24
391.18	6.513310e-24
391.19	6.456323e-24
391.20	6.370425e-24
391.21	6.330979e-24
391.22	6.311218e-24
391.23	6.359149e-24
391.24	6.349567e-24
391.25	6.312061e-24
391.26	6.356935e-24
391.27	6.403585e-24
391.28	6.334036e-24
391.29	6.210559e-24
391.30	6.131220e-24
391.31	6.082886e-24
391.32	6.049381e-24
391.33	5.985266e-24
391.34	5.911899e-24
391.35	5.733197e-24
391.36	5.547986e-24
391.37	5.455022e-24
391.38	5.485945e-24
391.39	5.595205e-24
391.40	5.781736e-24
391.41	5.954160e-24
391.42	6.189620e-24
391.43	6.461064e-24
391.44	6.742268e-24
391.45	7.087944e-24
391.46	7.400143e-24
391.47	7.553349e-24
391.48	7.603331e-24
391.49	7.610401e-24
391.50	7.496473e-24
391.51	7.310193e-24
391.52	7.042488e-24
391.53	6.705047e-24
391.54	6.390460e-24
391.55	6.059406e-24
391.56	5.831563e-24
391.57	5.749874e-24
391.58	5.577826e-24
391.59	5.422521e-24
391.60	5.321977e-24
391.61	5.221072e-24
391.62	5.155782e-24
391.63	5.155619e-24
391.64	5.228226e-24
391.65	5.322281e-24
391.66	5.326244e-24
391.67	5.243412e-24
391.68	5.144757e-24
391.69	5.097009e-24
391.70	5.165633e-24
391.71	5.301705e-24
391.72	5.474067e-24
391.73	5.679815e-24
391.74	5.797351e-24
391.75	5.892107e-24
391.76	5.988158e-24
391.77	6.031811e-24
391.78	6.017164e-24
391.79	5.957312e-24
391.80	5.876757e-24
391.81	5.871021e-24
391.82	5.851327e-24
391.83	5.799817e-24
391.84	5.714853e-24
391.85	5.548152e-24
391.86	5.367669e-24
391.87	5.235404e-24
391.88	5.179860e-24
391.89	5.167772e-24
391.90	5.125762e-24
391.91	5.029016e-24
391.92	4.908571e-24
391.93	4.855801e-24
391.94	4.945105e-24
391.95	5.088918e-24
391.96	5.335241e-24
391.97	5.618499e-24
391.98	5.893646e-24
391.99	5.936446e-24
392.00	5.922963e-24
392.01	5.803045e-24
392.02	5.760100e-24
392.03	5.642010e-24
392.04	5.495605e-24
392.05	5.407502e-24
392.06	5.346886e-24
392.07	5.281777e-24
392.08	5.222850e-24
392.09	5.108597e-24
392.10	5.024996e-24
392.11	5.064360e-24
392.12	5.212822e-24
392.13	5.385656e-24
392.14	5.580833e-24
392.15	5.800299e-24
392.16	5.935512e-24
392.17	5.938977e-24
392.18	5.808641e-24
392.19	5.738639e-24
392.20	5.711595e-24
392.21	5.681603e-24
392.22	5.619823e-24
392.23	5.681666e-24
392.24	5.841293e-24
392.25	6.040197e-24
392.26	6.026206e-24
392.27	5.900614e-24
392.28	5.742010e-24
392.29	5.663569e-24
392.30	5.646848e-24
392.31	5.579186e-24
392.32	5.581660e-24
392.33	5.623529e-24
392.34	5.641232e-24
392.35	5.613497e-24
392.36	5.495555e-24
392.37	5.440000e-24
392.38	5.515453e-24
392.39	5.611597e-24
392.40	5.735950e-24
392.41	5.942994e-24
392.42	6.204637e-24
392.43	6.429304e-24
